Page,Template,Prompt
Page 1,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Opening Scene

**[Visual Direction]**
Panel 1: Alex is sitting at his desk in his apartment, looking thoughtful. His laptop screen shows a completed ToDo app. He looks unsatisfied.
Panel 2: A video call window opens on his screen. David appears, smiling and waving. Alex looks surprised but happy.
Panel 3: Close up on David's face on the screen, looking encouraging. He holds up a finger as if making a point.

**[Target Text]**
Panel 1 Alex: ""The ToDo app is complete, but I want to build a **more practical app**. However, I don't know **what to build**...""
Panel 1 Alex (thinking): ""An app that gets weather information, or an app that **integrates with external APIs**... But **what is an API? How do I use it?**""

Panel 2 David: ""Let's build an **API integration app**. An API is a mechanism to **integrate with external services**.""
Panel 2 David: ""For example, APIs to get weather information, APIs to get news, etc. You can build an API integration app using Cursor's **Chat** and **Composer**.""
Panel 2 Alex: ""How do I build an API integration app? **What is an API? How do I use it?**""

Panel 3 David: ""Let's build it **step by step** together.""
Panel 3 David: ""First, understand **what an API is**, then use Cursor's **Chat** and **Composer** to build an API integration app **step by step**. We'll learn **error handling** and **tests** together too."""
Page 2,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Chapter Overview

**[Visual Direction]**
A clean, modern roadmap infographic. At the top, a title ""Project 2: Weather API App"". 
Below, icons representing the learning path: 
1. Icon of a cloud/weather -> ""Understand APIs""
2. Icon of a shield/warning -> ""Error Handling""
3. Icon of a checklist -> ""Writing Tests""
4. Icon of a star/badge -> ""Best Practices""
Cursor character is pointing at the path.

**[Target Text]**
Panel 1 Alex: ""The ToDo app is complete, but I want to build a **more practical app**. However, I don't know **what to build**...""
Panel 1 Alex (thinking): ""An app that gets weather information, or an app that **integrates with external APIs**... But **what is an API? How do I use it?**""

Panel 2 David: ""Let's build an **API integration app**. An API is a mechanism to **integrate with external services**.""
Panel 2 David: ""For example, APIs to get weather information, APIs to get news, etc. You can build an API integration app using Cursor's **Chat** and **Composer**.""
Panel 2 Alex: ""How do I build an API integration app? **What is an API? How do I use it?**""

Panel 3 David: ""Let's build it **step by step** together.""
Panel 3 David: ""First, understand **what an API is**, then use Cursor's **Chat** and **Composer** to build an API integration app **step by step**. We'll learn **error handling** and **tests** together too."""
Page 3,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: 15.1 Integrating with External APIs

**[Visual Direction]**
Panel 1: David is explaining with hand gestures via the video call. Alex is taking notes.
Panel 2: Alex looks confused, tilting his head, visualizing a black box labeled ""API"".
Panel 3: David smiles and gestures to the screen where Cursor is open. Alex leans in with interest.

**[Target Text]**
David: ""An API is a mechanism to integrate with external services. Using APIs lets you get data from external services without preparing data yourself.""
Alex: ""What is an API? How do I use it?""
David: ""An API sends HTTP requests and receives JSON data. Ask Cursor's Chat or Composer to 'create an API integration app' and it will help you."""
Page 4,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: What is an API?

**[Visual Direction]**
A schematic diagram showing the flow of data. 
Left side: ""Your App (Client)"". Arrow pointing right labeled ""HTTP Request (GET)"".
Right side: ""External Service (Server)"". Arrow pointing left labeled ""JSON Response"".
Cursor character is sitting on the arrow explaining the exchange.

**[Target Text]**
1. API (Application Programming Interface): Mechanism to integrate with external services
2. HTTP Request: Send requests to API (e.g., GET https://api.example.com/data)
3. JSON Data: Receive data (e.g., {""temperature"": 25})

Benefits:
- Get data without preparing it yourself
- Always get the latest data
- Delegate complex processing"
Page 5,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Planning with Chat

**[Visual Direction]**
Panel 1: Alex typing on his keyboard, focused. The screen shows the Cursor Chat window.
Panel 2: The Chat window displays a file tree structure. Alex looks at it, slightly overwhelmed.
Panel 3: Cursor character pops up next to the code block on the screen (in Alex's imagination) to reassure him.

**[Target Text]**
Alex (typing): ""I want to build an API integration app that gets weather information. Use OpenWeatherMap API. Please suggest a project structure""
Cursor (Response): ""I'll suggest a project structure... weather.py, config.py, test_weather.py""
Alex: ""A project structure was suggested, but I don't understand it yet...""
David (Voice): ""It's okay. Next, instruct Composer to create the actual files."""
Page 6,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Steps to Consult in Chat

**[Visual Direction]**
A step-by-step UI guide for the Chat panel.
Step 1: Screenshot of opening Chat (Cmd+L).
Step 2: Screenshot of typing the prompt about OpenWeatherMap.
Step 3: Screenshot of the output project structure.
Cursor character highlights the ""Send"" button.

**[Target Text]**
1. Open Chat: Cmd+L / Ctrl+L
2. Enter Question: ""I want to build an API integration app...""
3. Click Send
4. Check Suggestion: Always read and understand the proposed structure."
Page 7,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section: Creating with Composer

**[Visual Direction]**
Panel 1: Alex presses keys to open Composer (Cmd+I). The Composer bar appears.
Panel 2: Code starts generating rapidly on the screen. Alex watches in awe.
Panel 3: David warns Alex from the video call window not to just accept blindly.

**[Target Text]**
Alex (Input): ""Create a weather_app folder and create a weather.py file. Use OpenWeatherMap API...""
Composer: *Generating code for weather.py...*
Alex: ""I want to check the generated code.""
David: ""Always check with your eyes the code displayed in the Composer panel. Understand what features are implemented before clicking Accept."""
Page 8,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: Steps to Create with Composer

**[Visual Direction]**
A workflow diagram for Composer.
1. Icon of Keyboard Shortcut (Cmd+I).
2. Text box showing the instruction prompt.
3. A ""Generate"" button icon.
4. A ""Review"" eye icon looking at code.
5. An ""Accept"" button icon.
Cursor character is holding a magnifying glass at step 4.

**[Target Text]**
1. Open Composer (Cmd+I / Ctrl+I)
2. Enter Instruction: ""Create weather_app folder...""
3. Click Generate
4. Check Generated Code: Understand the features.
5. Click Accept: Create the files."
Page 9,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: The Generated Code (weather.py)

**[Visual Direction]**
A clean code snippet presentation on a dark IDE background. Syntax highlighting for Python.
Key parts of the code are annotated with small callout boxes explaining them.

**[Target Text]**
```python
# weather.py
import requests
import os

API_KEY = os.getenv(""OPENWEATHER_API_KEY"", ""your_api_key"")
BASE_URL = ""https://api.openweathermap.org/data/2.5/weather""

def get_weather(city):
    params = {
        ""q"": city,
        ""appid"": API_KEY,
        ""units"": ""metric""
    }
    response = requests.get(BASE_URL, params=params)
    if response.status_code == 200:
        return response.json()
    else:
        return None
```
Key Points:
- Uses `requests` library
- Fetches API Key from environment
- Returns JSON data if status is 200"
Page 10,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Section: How to Run the App

**[Visual Direction]**
A terminal window simulation. 
Top half shows how to export the API key.
Bottom half shows the command to run the script and the output.
Cursor character stands by the terminal pointing to the output.

**[Target Text]**
1. Set API Key:
```bash
export OPENWEATHER_API_KEY=""your_api_key_here""
```

2. Run the App:
```bash
python weather.py ""Tokyo""
```

Output:
```
City: Tokyo
Temperature: 25.0°C
Weather: clear sky
Humidity: 60%
```"
