Page,Template,Prompt
Page 1,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex

[Heading]
- Section: Opening Scene

[Visual Direction]
Alex [Ref: REF_IMG_1] is sitting at his modern desk in his San Francisco apartment, looking stressed at his MacBook. A speech bubble from a Slack-like app on screen says, 'Code styles are inconsistent.' Alex looks at his project files with a worried expression. 

[Target Text]
Panel 1 Alex is told by a team member: ""Code styles are inconsistent. Let's unify them.""
Panel 1 Alex (thinking): ""I created `.cursorrules`, but how can I make **all team members use the same rules**?""

Panel 2 Alex is asked in a code review: ""What does this change do?""
Panel 2 Alex (thinking): ""Explaining changes in code reviews is hard. Can I use Cursor to **automatically explain changes**?""

Panel 3 David: ""In team development, it's recommended to **share `.cursorrules`** and **use Cursor in code reviews**.""
Panel 3 David: ""Since we created `.cursorrules` in Chapter 12, let's learn how to **share it with the team** and **use it in code reviews**.""
Panel 3 Alex: ""Please teach me how to use Cursor in team development."""
Page 2,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_2] :: Cursor
[Ref: REF_IMG_3] :: David

[Heading]
- Section: Opening Scene

[Visual Direction]
A clean, modern roadmap graphic. David [Ref: REF_IMG_3] appears in a small circular inset, smiling. To the side, the Cursor mascot [Ref: REF_IMG_2] holds a sign that says 'Team Success'. Icons represent .cursorrules, Git, and the Chat interface.

[Target Text]
What we'll learn in this chapter: Using Cursor for Teams
Problem: Inconsistent styles and slow code reviews.
Solution: Share .cursorrules via Git and use Cursor AI to assist in reviews.
Key Tools: .cursorrules file, Git Repository, Cursor Chat (⌘L), and Composer (⌘I)."
Page 3,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Heading]
- Section: 17.1 Sharing .cursorrules with the Team

[Visual Direction]
Split screen video call. David [Ref: REF_IMG_3] is in his home office, looking professional. Alex [Ref: REF_IMG_1] is listening intently. David is gesturing toward a file tree showing a .cursorrules file at the top level.

[Target Text]
Panel 1 David: ""In team development, the secret is sharing your .cursorrules file through Git.""
Panel 1 David: ""If you commit it to the root directory, every team member who clones the repo gets the rules automatically!""
Panel 1 Alex: ""That's so simple! I'll add it to the daily_log project right now."""
Page 4,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A 4-step diagram showing a file moving from a local folder to a cloud icon (Git) and then to several other laptops. Each step is numbered with a clear icon.

[Target Text]
How to Share .cursorrules:
1. Place .cursorrules in the project root.
2. Commit to Git (git add .cursorrules).
3. Team members pull/clone the repository.
4. Everyone automatically inherits the same AI instructions and code styles."
Page 5,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex

[Heading]
- Section: 17.1 Sharing .cursorrules with the Team

[Visual Direction]
Close-up of the Cursor IDE Explorer. Alex's hand is on the mouse, right-clicking the 'daily_log' folder. A menu pops up with 'New File' highlighted. He is typing '.cursorrules'.

[Target Text]
[Double Asterisks: Action: Right-click daily_log -> New File -> type .cursorrules]
Alex: Okay, creating the file in the root directory. Now to define the team standards."
Page 6,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Section: 17.1 Sharing .cursorrules with the Team

[Visual Direction]
A code editor window showing the contents of a .cursorrules file. Below it, a terminal window shows the Git commands being executed.

[Target Text]
# .cursorrules Content Example
# Code Style
- Use snake_case for function names
- Use 4 spaces for indentation

# Project Rules
- log.py appends to daily_log.txt
- --day option filters logs by date

[Terminal Commands]
$ git add .cursorrules
$ git commit -m ""Add .cursorrules for team consistency"""
Page 7,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Heading]
- Section: 17.1 Sharing .cursorrules with the Team

[Visual Direction]
David [Ref: REF_IMG_3] is explaining with a 'Pro Tip' icon floating next to him. Alex [Ref: REF_IMG_1] is nodding. The background shows a Git Pull arrow icon.

[Target Text]
David: Remember, when rules change, update the file and commit it. 
David: When your teammates run 'git pull', they get the updates. Just restart Cursor to apply the new rules instantly!
Alex: So the AI's 'brain' stays synced with the team's evolution. Got it!"
Page 8,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Visual Direction]
A clean table comparing best practices for sharing rules. Icons for 'Write Clearly', 'Update Regularly', and 'Review' are used as headers.

[Target Text]
Best Practices for .cursorrules:
- Write Clearly: Use specific instructions so the AI (and humans) understand the goal.
- Update Regularly: Match the file to the current project state.
- Team Review: Treat .cursorrules changes like code changes—review them together!
- Commit Messages: Explicitly state what rules were added or changed."
Page 9,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

[Heading]
- Section: 17.2 Using Cursor in Code Reviews

[Visual Direction]
Alex [Ref: REF_IMG_1] is looking at a complex diff (red and green lines) on his screen. David [Ref: REF_IMG_3] appears in the background, pointing at the Cursor Chat icon.

[Target Text]
Alex: Explaining this logic change to my teammates is going to take an hour of writing notes.
David: Why not let Cursor do the heavy lifting? Paste the diff into Chat and ask it to explain the changes for you!"
Page 10,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 17.2 Using Cursor in Code Reviews

[Visual Direction]
Alex [Ref: REF_IMG_1] has the Chat panel open (⌘L). He has pasted a block of code. The Cursor mascot [Ref: REF_IMG_2] is typing back a structured list of bullet points.

[Target Text]
Alex (input): What does this change do? Are there potential issues?
Cursor [Ref: REF_IMG_2] (output): This change adds error handling to the --day feature. 
Cursor: Potential issue: It doesn't handle invalid date formats like '2024/13/45'. I recommend adding validation."
