Page,Template,Prompt
Cover,Cover,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor
[Ref: REF_IMG_3] :: David

**[Heading]**
- Chapter 10: Refactoring — Making Code Beautiful

**[Visual Direction]**
A high-quality, magazine-style cover illustration. Alex is sitting at a desk with a focused but enlightened expression, looking at a holographic code structure that is transforming from a tangled mess into organized, glowing geometric blocks. David stands behind him with a reassuring smile, pointing at the organized blocks. The Cursor mascot is floating nearby, holding a wrench or polishing tool, symbolizing code improvement. The background is a modern, clean workspace with soft lighting.

**[Target Text]**
Chapter 10
Refactoring — Making Code Beautiful
""The code works, but can it be improved?"""
Page 1,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex

**[Heading]**
- Opening Scene: What's the Problem?

**[Visual Direction]**
Panel 1: Alex is staring at his computer screen in his apartment, looking confused and slightly frustrated. He is scratching his head.
Panel 2: Close-up of the monitor showing `log.py`. The code is one long, dense block of text inside a single `main()` function.
Panel 3: Alex leans back in his chair, sighing. He looks worried about touching the code.

**[Target Text]**
Alex (thinking): ""I wrote this code a week ago... but I can't remember what it does.""
Alex (thinking): ""Everything is mixed into one `main()` function. Where does it get the message? Where does it write to the file?""
Alex: ""I want to add a new feature, but I don't even know where to start. It works, but reviewing it is a nightmare..."""
Page 2,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Opening Scene

**[Visual Direction]**
Panel 1: David appears on a video call window on Alex's screen. He looks calm and professional.
Panel 2: David is explaining, using hand gestures to signify breaking things apart.
Panel 3: Alex looks intrigued, realizing there is a solution.

**[Target Text]**
Panel 1 David: ""It's great that the code works, Alex. But having everything in `main()` makes it hard to maintain.""
Panel 1 David: ""When you want to add features or fix bugs, you won't know where to look. We need to organize it.""
Panel 1 Alex: ""Organize it? You mean splitting it up?""

Panel 2 David: ""It's great that the code works. However, having everything in the `main()` function makes **reviewing it later difficult**.""
Panel 2 David: ""When you want to **add features** or **fix bugs**, you don't know **where to fix**.""
Panel 2 David: ""Using Cursor's **Chat** or **Composer** to **organize code into functions** makes it **more readable and usable**.""
Panel 2 Alex: ""What are the benefits of splitting into functions?"""
Page 3,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- The Problem vs. The Solution

**[Visual Direction]**
A clear comparison infographic. Top half shows ""The Problem"": A single large box labeled ""main()"" containing tangled wires (representing mixed logic for input, processing, and output). Bottom half shows ""The Solution"": Three clean, separate boxes labeled ""get_log_message()"", ""write_log()"", and ""main()"", connected by neat arrows. The Cursor mascot is shown cutting the tangled wires and arranging them into the neat boxes.

**[Target Text]**
**The Problem**
- Everything in one function.
- Hard to remember what it does.
- Difficult to add features or fix bugs.

**The Solution**
- Organize `main()` into specific functions.
- Use Cursor to automate the split.

**Benefits**
1. Clear roles for each part.
2. Easier to find bugs.
3. Easier for others to understand."
Page 4,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section 10.1: The Problem—""The Code Works, but Can It Be Improved?""

**[Visual Direction]**
Panel 1: Alex looks skeptical. He gestures to the screen where the code is running successfully.
Panel 2: David smiles and counters the argument gently.
Panel 3: Alex leans forward, ready to try.

**[Target Text]**
Alex: ""But David, the code works perfectly. Is there really a need to fix it?""
Panel 1 David: ""Even if it works, 'Technical Debt' accumulates. Splitting it now makes future work easier.""
Panel 1 David: ""Think about it: If you split it into `get_log_message()` and `write_log()`, you instantly know where to look if the file writing fails.""
Alex: ""I see... reducing the scope of bugs. Okay, I want to try refactoring `daily_log`."""
Page 5,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Why Split into Functions?

**[Visual Direction]**
A visual breakdown of the benefits. 
1. **Clarity**: An icon of a magnifying glass over clear code.
2. **Modularity**: Lego blocks snapping together.
3. **Bug Reduction**: A bug being isolated in a small jar (small function) vs hiding in a large forest (large function).
4. **Teamwork**: Two people looking at a blueprint and understanding it immediately.

**[Target Text]**
**Benefits of Refactoring**

**1. Clarity**
Each function has a single purpose.

**2. Modularity**
Know exactly where to add new features.

**3. Bug Reduction**
Errors are easier to identify in short functions. Fixes are less likely to break other parts.

**4. Teamwork**
Future you (and others) can understand the code instantly."
Page 6,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David

**[Heading]**
- Section 10.2: When to Refactor

**[Visual Direction]**
Panel 1: David holds up a finger, explaining the ""Signs"".
Panel 2: Alex looks at his code again, realizing it matches the description.
Panel 3: Alex looks overwhelmed.

**[Target Text]**
Panel 1 David: ""Refactoring isn't random. There are signs.""
Panel 1 David: ""Is the code too long? Is the same logic repeated? Are function names unclear?""
Panel 1 David: ""Do you need comments just to explain complex logic?""
Alex: ""My `main()` function is huge... that's definitely a sign.""
Alex: ""But where do I even start? It feels risky to move things around."""
Page 7,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Signs It's Time to Refactor

**[Visual Direction]**
A checklist-style infographic with ""Sign"", ""Example"", and ""Action"".

**[Target Text]**
**When to Refactor?**

| Sign | Example | Action |
|---|---|---|
| **Code is too long** | `main()` is 50+ lines | Split into smaller functions |
| **Repetition** | Same logic appears 3+ times | Combine into one function |
| **Unclear Names** | `do_stuff()`, `process()` | Rename to describe intent |
| **Complex Logic** | Requires paragraphs of comments | Simplify the code structure |

**Goal**: Make the code readable enough that it explains itself."
Page 8,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Consulting Cursor Chat

**[Visual Direction]**
Panel 1: David points to the Cursor sidebar. 
Panel 2: Alex types a command into the Chat window (`Cmd+L`).
Panel 3: The Cursor Chat responds with a plan. Alex looks relieved.

**[Target Text]**
David: ""Don't worry. You don't have to plan it all yourself. Just ask Cursor.""
Alex: ""Okay, I'll open Chat (`Cmd+L`) and ask...""
Alex (Typing): ""Please refactor this code by splitting it into functions to make it more readable.""
Cursor (Chat): ""I suggest splitting `main()` into `get_log_message()`, `write_log()`, and `main()`. Here is the plan...""
Alex: ""Oh, that makes sense! It proposed the structure for me."""
Page 9,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

**[Character Reference]**
[Ref: REF_IMG_2] :: Cursor

**[Heading]**
- Step 1: Judging When to Refactor

**[Visual Direction]**
A step-by-step guide with icons for looking, checking, and chatting.

**[Target Text]**
**How to Decide & Plan Refactoring**

1. **Look at the Code**
   - Open `log.py`.
   - Is it hard to read? Is it too long?

2. **Check the Signs**
   - Everything in `main()`? 
   - Repeated logic? 
   - Vague names?

3. **Consult Cursor Chat**
   - Shortcut: `Cmd + L` (Mac) / `Ctrl + L` (Win)
   - **Prompt**: ""Please refactor this code by splitting it into functions to make it more readable. Everything is in main(), so please split it logical parts.""
   
4. **Review the Plan**
   - Read Cursor's suggestion.
   - Understand *why* it suggests those changes."
