Page,Template,Prompt
Cover,Cover,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_2] :: Cursor
[Ref: REF_IMG_3] :: David

[Heading]
- Chapter Title: Learn Cursor IDE: The Visual Guide to AI-Powered Development

[Visual Direction]
A professional and modern book cover design. In the center, Alex [Ref: REF_IMG_1] is looking confidently at a holographic representation of the Cursor [Ref: REF_IMG_2] mascot. David [Ref: REF_IMG_3] stands in the background with a supportive smile. The background is a clean, high-tech San Francisco office. Bold, clean typography for the title.

[Target Text]
Learn Cursor IDE: The Visual Guide to AI-Powered Development
Chapter 1: What is Cursor? Your AI Coding Assistant"
Page 1,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex

[Heading]
- Section: Opening Scene

[Visual Direction]
Setting: Alex's apartment, nighttime. Panel 1: Close-up of Alex [Ref: REF_IMG_1] looking stressed, staring at a laptop screen showing a Python ZeroDivisionError. Panel 2: Alex is searching on a browser with dozens of tabs open, looking overwhelmed. Panel 3: Alex closes the laptop in frustration.

[Target Text]
Alex (thinking): I wrote this function, but it crashes when the list is empty. How do I fix this?
Alex (thinking): There are too many search results... I don't know which one applies to my code. This takes too long!"
Page 2,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David
[Ref: REF_IMG_2] :: Cursor

[Visual Direction]
Panel 1: Alex [Ref: REF_IMG_1] receives a message from David [Ref: REF_IMG_3] on his phone. Panel 2: Alex is at his desk, downloading Cursor and opening it for the first time. Panel 3: The Cursor [Ref: REF_IMG_2] mascot appears on the screen in the Chat panel as Alex pastes his code and asks a question.

[Target Text]
David (text message): Hey Alex! Try Cursor IDE. You can ask about your specific code, and it'll explain exactly what's wrong and how to fix it.
Alex (thinking): Looks like VS Code, but there's a Chat panel on the right...
Alex: Why does this error happen?
Cursor: The error occurs because len(numbers) returns 0 when the list is empty. Here's how to fix it: [code and explanation]

[Text Part - Bottom of Page]
What You'll Learn in This Chapter:
This isn't just an introduction—you'll learn how to actually use Cursor's three main features:
- Chat: Ask questions about code and get instant explanations
- Tab: Get intelligent code suggestions as you type
- Composer: Describe what you want and build entire features
By the end of this chapter, you'll understand not only what Cursor is, but how to use it to solve real coding problems."
Page 3,manga_storyboard,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_1] :: Alex
[Ref: REF_IMG_3] :: David
[Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: 1.1 Chat - Your Coding Tutor

[Visual Direction]
Setting: Alex's apartment. Cursor open with Chat panel visible. Panel 1: David [Ref: REF_IMG_3] appears via video call on Alex's [Ref: REF_IMG_1] screen, showing Alex the Chat panel. Panel 2: Close-up of Chat interface showing the chat input box at bottom, previous conversation history, and code examples in responses. Panel 3: Alex [Ref: REF_IMG_1] types their first question, highlighting the calculate_average function.

[Target Text]
David: ""See this Chat panel? This is where you ask questions about your code.""
David: ""It's like having a tutor who can see your entire project.""
Alex (typing): What does this function do?
Alex (selecting code): [Highlights calculate_average function]
Cursor: This function calculates the average of a list of numbers. Here's how it works: [detailed explanation]"
Page 4,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_2] :: Cursor

[Heading]
- Section: Cursor Chat: How It Works

[Visual Direction]
A clean, structured infographic layout showing a flow diagram. Four main steps are illustrated: 1. Select Code (Visual of highlighting code) - Optional step. 2. Type Your Question (Visual of chat input box) - Use plain English, no technical jargon. 3. Cursor Analyzes (Cursor [Ref: REF_IMG_2] looking at files) - Reads selected code, understands project context, considers related files. 4. Get Detailed Answer (Visual of a code block with comments) - Explanation of what the code does, why it works (or doesn't), how to fix errors, code examples with comments. The style is modern and professional with clear visual flow.

[Target Text]
Cursor Chat: How It Works
1. Select Code (Optional)
   └─ Highlight the code you want to ask about
2. Type Your Question
   └─ Use plain English, no technical jargon
3. Cursor Analyzes
   ├─ Reads your selected code
   ├─ Understands project context
   └─ Considers related files
4. Get Detailed Answer
   ├─ Explanation of what the code does
   ├─ Why it works (or doesn't)
   ├─ How to fix errors
   └─ Code examples with comments"
Page 5,infographic_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Character Reference]
[Ref: REF_IMG_2] :: Cursor

[Visual Direction]
A diagram showing the 'Cursor Chat Flow'. 1. Select Code (Visual of highlighting). 2. Type Question (Visual of chat input). 3. Cursor Analyzes (Cursor [Ref: REF_IMG_2] looking at files). 4. Detailed Answer (Visual of a code block with comments).

[Target Text]
Cursor Chat: How It Works
1. Select Code: Highlight the problem area.
2. Type: Use plain English.
3. Analyze: Cursor reads selected code and project context.
4. Answer: Get explanations, fixes, and examples."
Page 6,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Topic: Real Example - Fixing an Error with Chat

[Visual Direction]
A split-screen view. Left side shows the 'Buggy Code'. Right side shows the 'Cursor Fix' with a detailed explanation box below it.

[Target Text]
Buggy Code:
def calculate_average(numbers):
    return sum(numbers) / len(numbers)

Cursor's Fix:
def calculate_average(numbers):
    if not numbers: return 0
    return sum(numbers) / len(numbers)

Explanation: Added a check for empty lists to prevent ZeroDivisionError."
Page 7,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Topic: Advanced Chat - Adding Context with @ Mentions

[Visual Direction]
A code editor view showing the chat input. The text '@auth.py @user.py' is highlighted as 'Context Pills'. Arrows point to how this connects multiple files.

[Target Text]
The Hidden Power of @ Mentions
Don't just ask 'How does this work?'
Use: '@auth.py @user.py How does authentication flow through these files?'
Why: Cursor reads ALL mentioned files to understand relationships, not just the active one."
Page 8,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Topic: Debugging & Prompt Engineering Secrets

[Visual Direction]
A 'Good vs Bad' comparison table. Bad prompts are marked with a red 'X', good prompts with a green checkmark. A small tip box at the bottom features the Cursor [Ref: REF_IMG_2] mascot.

[Target Text]
Prompt Engineering for Chat
- Bad: 'Fix this'
- Good: 'I'm trying to [goal]. This code [current behavior]. Why does [specific issue] happen?'
Expert Tip: Ask 'What could I have done to prevent this?' to learn better habits."
Page 9,practical_page,"◆CRITICAL: Refer to [Ref: REF_IMG_N] and reproduce the character 100% accurately.
[Ref: REF_IMG_1] :: [Alex.png]
[Ref: REF_IMG_2] :: [Cursor.png]
[Ref: REF_IMG_3] :: [David.png]
◆【NOTE】Words enclosed in 【brackets】 denote emotions or situations

[Heading]
- Topic: Chat History Management

[Visual Direction]
A UI screenshot showing the Chat History sidebar. A 'Delete' icon is highlighted. A 'Performance Warning' icon (yellow triangle) is shown next to a very long chat list.

[Target Text]
Performance Secret: Chat History
- Problem: Long histories slow down Cursor and cause 'Context Too Long' errors.
- Solution: Start fresh conversations for new topics. Delete old ones regularly.
- Shortcut: Cmd+Alt+L to manage history."
